"old1","old2","lat","long"
792260.8364,9487879.7644,-4.62830434049954,29.6340870574546
792300.5514,9487906.6682,-4.62805987576551,29.6344438454478
792338.2099,9487940.555,-4.62775237396024,29.6347818780722
792389.9297,9487988.3963,-4.62731829221599,29.635246084604
792432.9251,9488028.264,-4.62695656139623,29.6356319823703
792460.4954,9488063.1549,-4.62664032402881,29.6358791226886
792481.8581,9488096.0549,-4.62634228695908,29.6360704217589
792494.6927,9488125.9684,-4.62607152538058,29.6361850138153
792498.0114,9488161.8724,-4.62574694651061,29.6362137023037
792517.1253,9488181.4981,-4.62556894598586,29.6363851917053
792517.1253,9488181.4982,-4.62556894508215,29.636385191702
795505.3479,9486196.7954,-4.64340368340104,29.6633649397154
795505.3479,9486196.7954,-4.64340368340104,29.6633649397154
